Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Extracted_Features
CW,100,67101,Intro to Creative Writing,0,4,8,5,3,3,0,1,0,0,0,0,0,0,3.38,4
CWL,114,66286,Global Consciousness and Lit,8,20,7,7,3,0,0,0,0,1,0,0,0,0,3.72,4
CWL,151,67360,Dystopian Fiction,0,11,4,2,3,0,1,1,0,0,0,0,0,0,3.58,4
DANC,100,33749,Intro to Contemporary Dance,4,9,7,2,1,1,2,3,0,0,0,0,0,1,3.47,4
DANC,100,46036,Intro to Contemporary Dance,15,4,6,0,2,1,0,0,0,0,0,0,0,0,3.81,4
DANC,100,64564,Intro to Contemporary Dance,22,49,8,6,2,1,1,0,0,0,0,0,0,0,3.87,4
DANC,107,31687,Ballet I,14,9,5,1,2,1,0,1,0,0,0,0,0,0,3.77,4
DANC,112,64510,Hip Hop,0,1,6,6,4,4,1,0,2,0,0,0,1,0,2.97,4
DANC,112,64505,Hip Hop,10,7,8,1,0,0,0,0,0,0,1,0,0,0,3.77,4
DANC,150,29774,Orientation to Dance,1,20,1,0,0,0,0,0,0,0,0,0,1,0,3.81,4
DANC,160,29776,Beg Contemp Modern Tech Core,0,6,9,2,2,5,0,0,1,1,0,0,3,0,2.97,4
DANC,166,40081,Beginning Ballet Tech Core,0,11,9,0,0,0,0,0,0,0,0,0,1,0,3.67,4
DANC,266,38845,Intermediate Ballet Tech Core,0,10,9,0,0,0,0,1,0,0,0,0,1,0,3.57,4
DANC,301,58098,Yoga Practicum for Dancers,0,18,3,2,1,0,0,0,0,0,0,1,0,0,3.73,4
DANC,360,31701,Int/Adv Contemp Mod Tech Core,0,11,4,5,0,1,0,0,0,0,0,0,0,0,3.71,4
DANC,363,63248,Advanced Improvisation,3,16,1,1,0,0,0,0,0,0,0,0,0,0,3.95,4
EALC,275,47205,Masterpieces of East Asian Lit,0,0,8,5,7,0,0,0,0,0,0,0,1,0,3.19,4
ECE,110,55568,Introduction to Electronics,39,43,15,11,18,13,0,4,0,1,0,1,4,2,3.48,4
ECE,110,36790,Introduction to Electronics,22,29,15,16,10,8,5,7,3,1,4,0,9,0,3.1,4
ECE,110,36789,Introduction to Electronics,15,18,17,10,7,3,2,5,0,1,1,0,3,0,3.34,4
ECE,110,62844,Introduction to Electronics,30,28,7,8,4,3,0,2,1,0,1,0,1,0,3.66,4
ECE,120,64595,Introduction to Computing,7,25,24,23,21,17,5,7,5,6,0,2,6,0,3,4
ECE,120,65733,Introduction to Computing,0,21,15,13,17,4,3,3,4,2,1,0,1,0,3.18,4
ECE,120,65734,Introduction to Computing,2,22,16,7,14,9,5,7,0,2,2,0,2,0,3.12,4
ECE,120,66372,Introduction to Computing,3,15,19,11,8,9,9,6,2,2,5,0,7,0,2.82,4
ECE,199,65209,Undergraduate Open Seminar,9,3,6,1,2,0,0,0,0,0,0,0,0,0,3.78,4
ECE,205,60609,Elec & Electronic Circuits,11,49,17,30,48,44,14,29,17,10,14,16,4,0,2.71,3
ECE,206,36828,Elec & Electronic Circuits Lab,5,10,7,4,3,1,0,0,0,0,0,0,0,0,3.69,4
ECE,210,36696,Analog Signal Processing,3,8,7,7,13,10,11,15,7,1,3,0,5,0,2.56,3
ECE,210,36702,Analog Signal Processing,1,13,7,14,14,13,4,9,7,0,10,0,2,0,2.7,3
ECE,210,36706,Analog Signal Processing,3,13,15,12,19,8,2,8,5,3,4,0,5,1,2.83,4
ECE,210,57718,Analog Signal Processing,5,15,10,16,12,4,6,7,5,2,2,0,4,0,2.93,4
ECE,220,64600,Computer Systems & Programming,3,7,14,3,10,14,4,9,3,0,2,0,2,0,2.86,4
ECE,220,66373,Computer Systems & Programming,7,6,14,6,15,11,12,7,7,0,8,0,2,1,2.73,3
ECE,220,66374,Computer Systems & Programming,4,9,9,10,11,6,12,6,3,0,3,0,1,0,2.91,4
ECE,220,66529,Computer Systems & Programming,3,10,8,4,7,3,6,8,2,0,1,0,2,0,2.93,4
ECE,298,64877,Concepts in Engineering Math,9,14,4,6,0,0,1,0,0,0,0,0,0,0,3.79,4
ECE,304,59854,Photonic Devices,1,7,0,4,4,3,0,1,0,0,2,0,1,0,3.01,4
ECE,310,58210,Digital Signal Processing,1,7,0,4,7,8,1,3,1,0,5,1,2,0,2.58,3
ECE,310,58213,Digital Signal Processing,3,19,5,10,9,11,7,5,5,5,0,3,2,0,2.85,4
ECE,311,58591,Digital Signal Processing Lab,2,6,0,1,4,0,0,4,1,1,0,0,3,0,2.65,3
ECE,311,58592,Digital Signal Processing Lab,3,12,4,1,1,3,0,0,1,0,0,1,0,0,3.51,4
ECE,311,58593,Digital Signal Processing Lab,0,13,4,3,6,2,1,1,1,0,1,1,0,0,3.26,4
ECE,313,64886,Probability with Engrg Applic,3,7,3,5,0,4,2,2,0,0,0,0,0,0,3.35,4
ECE,313,49975,Probability with Engrg Applic,2,5,2,9,6,8,2,6,4,3,4,0,1,0,2.62,3
ECE,313,49976,Probability with Engrg Applic,1,6,3,4,8,9,7,10,5,3,3,0,1,0,2.53,3
ECE,313,52208,Probability with Engrg Applic,1,5,4,10,7,7,9,6,8,8,1,0,2,1,2.49,2
ECE,313,61390,Probability with Engrg Applic,0,11,5,7,9,5,6,4,8,3,3,0,2,0,2.67,3
ECE,313,66650,Probability with Engrg Applic,1,4,7,7,5,8,3,0,0,0,0,0,2,0,3.04,4
ECE,316,36862,Ethics and Engineering,0,16,6,2,2,0,0,0,0,0,0,0,0,0,3.8,4
ECE,316,36869,Ethics and Engineering,0,15,5,2,4,1,0,0,0,0,0,0,0,0,3.69,4
ECE,329,31729,Fields and Waves I,5,11,2,3,5,3,1,3,3,1,0,0,3,1,2.98,4
ECE,329,31732,Fields and Waves I,7,4,6,1,6,4,1,1,1,0,0,0,1,1,3.25,4
ECE,330,58237,Power Ckts & Electromechanics,2,12,0,0,29,5,0,32,0,0,7,0,0,0,2.61,3
ECE,330,58238,Power Ckts & Electromechanics,1,6,1,0,30,8,0,16,0,0,17,4,0,0,2.35,2
ECE,333,54415,Green Electric Energy,11,14,12,11,8,6,2,5,0,0,0,0,1,0,3.36,4
ECE,340,59020,Semiconductor Electronics,3,2,2,3,1,4,3,2,2,1,2,0,2,0,2.54,3
ECE,340,58224,Semiconductor Electronics,5,5,3,4,1,2,3,0,2,1,2,0,0,0,3.08,4
ECE,340,58225,Semiconductor Electronics,1,2,4,2,3,2,3,5,3,1,4,0,0,0,2.5,3
ECE,340,58227,Semiconductor Electronics,3,4,1,2,6,2,3,8,0,2,0,3,2,0,2.48,2
ECE,342,58228,Electronic Circuits,1,12,9,6,8,5,6,6,0,0,0,0,2,0,3.06,4
ECE,342,62848,Electronic Circuits,5,22,11,20,9,8,9,2,7,0,0,0,1,0,3.19,4
ECE,343,58230,Electronic Circuits Laboratory,0,20,1,1,2,0,0,0,0,0,0,0,0,0,3.88,4
ECE,343,58231,Electronic Circuits Laboratory,0,10,8,7,0,0,0,0,0,0,0,0,1,0,3.56,4
ECE,343,58233,Electronic Circuits Laboratory,0,11,5,4,1,0,0,1,0,0,0,0,0,0,3.67,4
ECE,350,58235,Fields and Waves II,10,7,9,10,4,5,3,6,2,0,0,0,0,0,3.25,4
ECE,380,64640,Biomedical Imaging,5,11,7,3,5,0,0,1,0,0,0,0,0,0,3.65,4
ECE,385,36720,Digital Systems Laboratory,14,57,36,36,52,32,14,18,9,6,3,3,6,0,3.06,4
ECE,391,47765,Computer Systems Engineering,6,53,25,33,34,17,14,11,5,5,8,2,8,2,3,4
ECE,395,29852,Advanced Digital Projects Lab,3,18,2,0,1,0,0,0,0,0,0,0,0,0,3.94,4
ECE,398,63477,Innovation and Eng. Design,5,17,0,0,2,0,0,1,0,0,0,0,2,0,3.56,4
ECE,402,29932,Electronic Music Synthesis,5,12,12,1,3,1,0,1,0,0,0,0,0,0,3.69,4
ECE,408,58790,Applied Parallel Programming,5,51,13,10,20,9,1,2,1,0,0,0,1,0,3.51,4
ECE,408,67069,Applied Parallel Programming,0,28,4,7,14,5,2,0,2,0,0,0,1,0,3.39,4
ECE,411,29942,Computer Organization & Design,1,20,9,11,11,8,8,15,3,2,3,2,2,0,2.83,4
ECE,420,31840,Embedded DSP Laboratory,4,6,5,3,4,0,0,3,0,0,0,0,0,0,3.45,4
ECE,425,36897,Intro to VLSI System Design,2,4,3,6,4,4,0,1,2,0,1,0,2,0,2.9,4
ECE,439,61195,Wireless Networks,1,13,2,10,1,0,0,7,0,0,0,0,1,0,3.25,4
ECE,444,36813,IC Device Theory & Fabrication,4,21,1,0,4,0,0,1,0,0,0,0,0,0,3.8,4
ECE,444,36811,IC Device Theory & Fabrication,6,11,0,0,5,0,0,4,0,0,0,0,0,0,3.5,4
ECE,445,29951,Senior Design Project Lab,7,20,15,24,34,10,5,11,2,0,1,0,0,0,3.18,4
ECE,447,66377,Active Microwave Ckt Design,4,10,10,2,2,0,1,0,0,0,0,0,0,0,3.71,4
ECE,453,39243,Wireless Communication Systems,4,5,3,3,4,2,2,2,2,0,0,0,0,0,3.2,4
ECE,455,29956,Optical Electronics,2,5,5,5,2,4,3,2,0,0,1,0,0,0,3.18,4
ECE,456,61793,Global Nav Satellite Systems,3,5,3,3,2,5,1,1,0,2,0,1,2,0,2.86,4
ECE,459,29959,Communications Systems,3,3,3,4,5,1,3,1,0,0,0,0,0,0,3.26,4
ECE,462,56118,Logic Synthesis,2,25,5,0,23,4,0,4,0,0,0,0,2,0,3.29,4
ECE,464,29963,Power Electronics,6,24,4,7,14,8,5,16,3,2,6,0,0,0,2.93,4
ECE,468,66481,Optical Remote Sensing,2,9,5,3,4,1,1,0,0,0,0,0,1,0,3.44,4
ECE,469,31893,Power Electronics Laboratory,4,14,12,4,11,1,1,1,1,0,0,0,0,0,3.49,4
ECE,470,36956,Introduction to Robotics,3,25,7,4,11,5,2,13,2,0,2,3,3,0,2.94,4
ECE,473,36973,Fund of Engrg Acoustics,3,7,7,5,5,4,2,0,1,0,0,0,3,0,3.13,4
ECE,476,29964,Power System Analysis,3,6,8,13,15,8,2,2,1,0,0,0,0,0,3.2,4
ECE,482,29966,Digital IC Design,5,10,9,6,8,5,6,3,2,0,1,0,0,0,3.18,4
ECE,485,36987,MEMS Devices & Systems,4,6,7,8,8,0,0,0,0,0,0,0,0,0,3.53,4
ECE,486,31772,Control Systems,0,63,2,6,2,0,1,0,0,0,0,0,1,0,3.84,4
ECE,488,66375,Compound Semicond & Devices,4,9,4,7,4,1,0,0,0,0,0,0,0,0,3.61,4
ECE,498,61466,Smartphone Computing & Appl.,2,8,3,3,2,2,0,0,0,0,0,0,3,0,3.19,4
ECE,498,66459,Networking for Big Data,1,7,4,2,4,2,3,2,0,0,0,0,0,0,3.28,4
ECE,511,37011,Computer Architecture,2,22,5,4,2,1,0,1,0,1,0,0,0,0,3.68,4
ECE,515,29983,Control System Theory & Design,5,21,11,12,5,3,1,0,0,0,0,0,0,0,3.62,4
ECE,517,30430,Nonlinear & Adaptive Control,0,11,12,1,0,0,0,0,0,0,0,0,1,0,3.65,4
ECE,520,29985,EM Waves & Radiating Systems,3,9,11,8,1,0,0,0,0,0,0,0,0,1,3.69,4
ECE,526,63200,Distributed Algorithms,1,5,5,9,4,0,0,0,0,0,0,0,0,0,3.51,4
ECE,534,29989,Random Processes,1,20,5,9,3,0,0,2,0,0,0,0,0,1,3.63,4
ECE,535,37127,Theory of Semicond & Devices,6,5,5,4,4,3,0,0,0,0,0,0,0,1,3.54,4
ECE,541,35928,Computer Systems Analysis,0,7,7,4,5,1,1,0,0,0,0,0,0,0,3.48,4
ECE,544,49835,Pattern Recognition,4,16,17,9,4,2,0,0,0,0,0,0,0,0,3.65,4
ECE,551,37133,Digital Signal Processing II,10,10,13,3,0,0,0,0,0,0,0,0,0,0,3.83,4
ECON,102,49867,Microeconomic Principles,3,9,4,7,5,1,2,2,1,0,0,0,2,1,3.17,4
ECON,102,36224,Microeconomic Principles,8,16,5,2,3,1,0,1,0,1,0,0,0,0,3.68,4
ECON,102,36227,Microeconomic Principles,9,7,5,5,4,3,0,1,0,0,1,0,0,0,3.49,4
ECON,102,36231,Microeconomic Principles,6,14,6,5,2,0,2,2,0,0,0,0,0,0,3.6,4
ECON,102,36233,Microeconomic Principles,3,14,6,4,4,0,1,1,0,1,0,0,0,0,3.56,4
ECON,102,36235,Microeconomic Principles,11,14,3,4,3,0,1,1,0,0,0,0,0,0,3.72,4
ECON,102,36379,Microeconomic Principles,7,14,4,2,3,3,0,1,1,0,1,0,1,0,3.43,4
ECON,102,61250,Microeconomic Principles,8,16,3,6,3,0,0,1,0,0,0,0,0,0,3.73,4
ECON,102,61251,Microeconomic Principles,6,12,4,3,6,2,2,0,0,0,0,0,0,0,3.56,4
ECON,102,61252,Microeconomic Principles,0,13,3,5,6,2,0,3,2,0,1,0,0,0,3.24,4
ECON,102,36243,Microeconomic Principles,2,7,7,5,7,2,3,0,1,0,0,1,0,0,3.26,4
ECON,102,36381,Microeconomic Principles,3,11,2,3,5,3,1,3,3,1,0,0,0,0,3.17,4
ECON,102,36249,Microeconomic Principles,7,13,2,0,1,0,1,1,0,0,0,0,0,0,3.79,4
ECON,102,36253,Microeconomic Principles,7,9,5,4,6,0,1,2,0,0,0,0,0,0,3.53,4
ECON,102,36255,Microeconomic Principles,4,18,5,3,2,0,1,1,0,0,0,1,0,0,3.64,4
ECON,102,36260,Microeconomic Principles,8,16,3,1,3,0,0,2,0,1,2,0,2,0,3.33,4
ECON,102,61247,Microeconomic Principles,5,16,2,7,6,0,0,1,0,0,1,0,0,0,3.57,4
ECON,102,61248,Microeconomic Principles,0,10,8,8,7,0,3,1,0,0,1,0,0,0,3.34,4
ECON,102,61249,Microeconomic Principles,8,12,4,3,3,2,3,2,0,0,0,0,0,0,3.51,4
ECON,102,36263,Microeconomic Principles,5,19,2,7,2,0,0,1,0,0,0,0,1,0,3.64,4
ECON,102,36270,Microeconomic Principles,14,10,4,4,3,2,0,1,0,0,0,0,0,0,3.69,4
ECON,102,36271,Microeconomic Principles,5,15,2,5,6,0,0,1,0,1,2,0,1,0,3.35,4
ECON,102,36275,Microeconomic Principles,6,18,2,5,3,0,2,0,0,0,0,0,0,0,3.71,4
ECON,102,36282,Microeconomic Principles,4,13,4,4,8,1,1,1,0,0,0,0,0,0,3.53,4
ECON,102,36370,Microeconomic Principles,4,13,4,6,5,0,2,1,0,1,0,0,0,0,3.49,4
ECON,102,61244,Microeconomic Principles,1,16,2,3,7,0,4,1,0,0,0,1,1,0,3.29,4
ECON,102,61245,Microeconomic Principles,1,11,7,5,5,1,3,1,1,0,0,0,0,0,3.39,4
ECON,102,61246,Microeconomic Principles,8,8,3,6,5,0,1,1,0,1,0,0,2,1,3.3,4
ECON,102,49860,Microeconomic Principles,10,15,5,0,4,0,2,0,0,0,0,0,0,0,3.75,4
ECON,102,49868,Microeconomic Principles,9,11,1,5,6,0,1,1,0,0,1,0,1,0,3.43,4
ECON,102,50026,Microeconomic Principles,2,19,4,2,2,0,3,2,1,0,0,0,0,0,3.54,4
ECON,102,49870,Microeconomic Principles,1,14,6,3,9,2,0,1,0,0,1,0,1,0,3.35,4
ECON,102,49872,Microeconomic Principles,6,19,3,4,3,2,1,0,1,0,0,0,0,1,3.66,4
ECON,102,50028,Microeconomic Principles,4,13,2,10,6,1,2,0,0,1,0,0,1,0,3.38,4
ECON,102,49874,Microeconomic Principles,4,11,6,7,2,0,5,2,0,0,1,0,2,0,3.2,4
ECON,102,50031,Microeconomic Principles,10,13,6,2,5,2,0,2,0,0,0,0,0,0,3.63,4
ECON,102,50035,Microeconomic Principles,7,18,6,4,3,0,1,1,0,0,0,0,0,0,3.72,4
ECON,102,49882,Microeconomic Principles,13,14,1,6,2,1,0,0,0,0,0,0,1,0,3.69,4
ECON,102,49884,Microeconomic Principles,5,20,3,3,3,1,0,1,0,0,1,0,1,0,3.57,4
ECON,102,49878,Microeconomic Principles,6,12,2,6,1,1,4,1,0,0,1,0,0,0,3.45,4
ECON,102,50038,Microeconomic Principles,3,14,4,5,6,1,1,0,0,1,0,0,0,0,3.53,4
ECON,102,49893,Microeconomic Principles,2,14,3,3,7,3,0,3,0,0,0,0,1,0,3.33,4
ECON,102,50046,Microeconomic Principles,5,9,2,3,6,4,2,1,1,1,1,0,0,0,3.22,4
ECON,102,49897,Microeconomic Principles,3,13,2,6,1,2,1,4,0,1,1,0,2,0,3.12,4
ECON,102,65628,Microeconomic Principles,4,14,2,7,5,0,0,1,1,1,0,0,0,0,3.5,4
ECON,102,65625,Microeconomic Principles,4,7,3,4,7,1,3,1,1,1,0,0,3,0,2.97,4
ECON,102,49892,Microeconomic Principles,7,11,3,5,2,1,1,0,1,1,0,0,1,0,3.44,4
ECON,102,66329,Microeconomic Principles,3,7,11,1,9,2,2,1,1,0,0,0,2,0,3.19,4
ECON,102,36387,Microeconomic Principles,7,7,2,7,2,1,2,4,1,0,1,3,2,0,2.89,4
ECON,102,36389,Microeconomic Principles,8,6,3,2,5,3,2,2,2,2,0,1,3,0,2.87,4
ECON,102,36392,Microeconomic Principles,12,6,4,4,1,3,2,3,1,1,0,0,1,0,3.28,4
ECON,102,36395,Microeconomic Principles,5,4,7,4,8,3,1,3,1,0,3,0,1,0,3,4
ECON,102,36399,Microeconomic Principles,9,7,6,3,1,3,1,4,1,1,0,0,3,0,3.09,4
ECON,102,36405,Microeconomic Principles,8,8,4,7,5,2,0,0,2,0,1,0,1,0,3.33,4
ECON,102,36412,Microeconomic Principles,14,12,4,6,1,0,0,0,1,0,1,0,0,0,3.7,4
ECON,102,36417,Microeconomic Principles,7,5,1,5,2,0,1,1,0,0,0,1,0,0,3.45,4
ECON,102,36421,Microeconomic Principles,7,10,4,4,6,6,1,2,0,0,0,0,0,0,3.41,4
ECON,102,36423,Microeconomic Principles,10,2,3,5,6,2,2,2,3,0,0,0,0,0,3.22,4
ECON,102,36427,Microeconomic Principles,14,10,5,2,0,0,0,4,2,0,0,0,1,0,3.48,4
ECON,102,36430,Microeconomic Principles,8,9,2,2,1,1,0,1,1,0,0,0,0,0,3.65,4
ECON,102,36432,Microeconomic Principles,7,10,6,3,4,1,1,4,2,0,0,0,1,1,3.29,4
ECON,102,36435,Microeconomic Principles,12,7,9,3,3,0,1,0,0,2,0,0,0,0,3.59,4
ECON,102,36211,Microeconomic Principles,0,4,3,0,4,3,3,4,0,0,1,1,3,0,2.45,2
ECON,103,49945,Macroeconomic Principles,5,3,8,6,1,1,5,1,3,0,1,1,1,2,2.98,4
ECON,103,37775,Macroeconomic Principles,5,4,3,3,3,4,3,4,3,1,0,1,2,1,2.74,3
ECON,103,37779,Macroeconomic Principles,1,3,3,4,1,5,3,4,4,0,1,3,4,0,2.26,2
ECON,103,37783,Macroeconomic Principles,2,3,5,4,6,5,3,0,3,3,2,0,2,0,2.66,3
ECON,103,37785,Macroeconomic Principles,2,4,4,6,4,3,1,5,4,2,1,0,2,1,2.67,3
ECON,103,37838,Macroeconomic Principles,6,3,3,5,4,4,3,2,3,2,1,1,1,0,2.81,4
ECON,103,37792,Macroeconomic Principles,6,6,2,3,4,7,2,3,2,0,0,0,3,0,2.9,4
ECON,103,37795,Macroeconomic Principles,13,3,3,4,0,1,1,3,2,1,0,3,3,0,2.87,4
ECON,103,37799,Macroeconomic Principles,5,0,4,3,3,6,0,1,2,1,0,0,1,1,2.94,4
ECON,103,37801,Macroeconomic Principles,5,6,1,3,4,2,5,0,2,0,1,0,2,0,2.94,4
ECON,103,37804,Macroeconomic Principles,7,5,7,3,0,5,1,0,3,2,0,1,2,0,2.99,4
ECON,103,37807,Macroeconomic Principles,6,4,3,7,2,1,1,1,0,1,0,0,1,0,3.28,4
ECON,103,37809,Macroeconomic Principles,6,2,5,6,4,5,3,1,1,2,1,0,2,0,2.89,4
ECON,103,37811,Macroeconomic Principles,3,3,4,7,6,3,3,1,2,0,1,2,2,0,2.77,4
ECON,103,37812,Macroeconomic Principles,4,6,6,4,5,2,7,0,0,1,0,0,3,0,2.98,4
ECON,103,37813,Macroeconomic Principles,4,4,5,3,2,4,1,4,2,1,0,0,5,0,2.63,3
ECON,103,37814,Macroeconomic Principles,7,4,7,2,1,3,1,3,3,0,1,1,3,0,2.84,4
ECON,103,37837,Macroeconomic Principles,4,4,4,3,6,4,2,1,0,1,0,0,6,0,2.67,3
ECON,103,37818,Macroeconomic Principles,3,1,5,4,3,1,2,1,1,2,5,1,6,0,2.17,2
ECON,103,37819,Macroeconomic Principles,5,3,3,4,2,4,2,3,1,0,0,2,1,0,2.89,4
ECON,103,37825,Macroeconomic Principles,4,5,6,5,2,3,1,1,2,0,1,1,2,0,2.97,4
ECON,103,49939,Macroeconomic Principles,6,3,7,1,5,6,0,1,1,0,0,1,2,0,3.04,4
ECON,202,66334,Economic Statistics I,0,6,1,0,9,0,1,9,1,2,0,0,3,0,2.48,2
ECON,202,37840,Economic Statistics I,1,9,1,0,10,2,0,8,0,0,4,0,2,2,2.68,3
ECON,202,37841,Economic Statistics I,0,14,2,3,11,3,0,6,1,0,0,0,0,0,3.2,4
ECON,202,37842,Economic Statistics I,3,10,0,0,13,1,1,6,0,1,2,0,2,0,2.85,4
ECON,202,37843,Economic Statistics I,1,9,1,1,11,4,1,5,0,0,0,0,2,0,2.94,4
ECON,202,37844,Economic Statistics I,1,12,2,1,18,1,2,2,0,0,1,0,0,0,3.23,4
ECON,202,37845,Economic Statistics I,2,7,0,2,11,0,2,7,0,0,2,0,0,0,2.92,4
ECON,202,62208,Economic Statistics I,3,5,0,2,5,0,1,6,0,0,1,1,0,0,2.9,4
ECON,202,62209,Economic Statistics I,4,8,1,2,8,1,2,6,1,0,4,0,0,0,2.9,4
ECON,202,62210,Economic Statistics I,2,7,1,1,14,1,2,0,0,0,2,0,0,0,3.14,4
ECON,202,37868,Economic Statistics I,2,6,2,3,11,0,1,5,1,1,5,0,1,0,2.7,3
ECON,202,37867,Economic Statistics I,2,15,1,3,12,0,1,4,0,0,1,0,0,0,3.31,4
ECON,202,37866,Economic Statistics I,3,11,1,2,15,0,0,5,0,0,0,0,0,0,3.28,4
ECON,202,37865,Economic Statistics I,3,8,1,2,17,1,3,2,0,0,2,0,0,0,3.1,4
ECON,202,37864,Economic Statistics I,0,13,0,2,17,0,1,2,0,1,2,0,1,0,3.06,4
ECON,202,37863,Economic Statistics I,1,13,0,2,13,1,1,4,1,0,1,0,0,0,3.17,4
ECON,202,37862,Economic Statistics I,1,11,1,3,10,1,2,6,0,0,1,0,2,0,2.95,4
ECON,202,37861,Economic Statistics I,0,7,3,2,11,0,3,5,2,0,2,0,0,0,2.89,4
ECON,203,37872,Economic Statistics II,7,2,2,3,9,2,3,5,2,2,0,0,0,1,2.94,4
ECON,203,37874,Economic Statistics II,3,7,4,4,6,4,4,3,1,1,1,3,2,0,2.74,3
ECON,203,37875,Economic Statistics II,1,8,3,2,8,2,2,1,2,2,2,2,1,0,2.75,4
ECON,203,37897,Economic Statistics II,5,7,2,2,3,6,1,3,2,1,0,1,2,1,2.88,4
ECON,203,37876,Economic Statistics II,7,7,2,3,9,3,2,4,2,0,0,0,1,0,3.11,4
ECON,203,37877,Economic Statistics II,4,6,7,1,2,7,2,2,1,3,1,1,3,0,2.74,3
ECON,203,37878,Economic Statistics II,4,5,6,5,2,4,1,2,1,0,0,0,1,0,3.2,4
ECON,203,37873,Economic Statistics II,4,5,2,3,7,2,3,4,3,1,2,0,0,1,2.86,4
ECON,203,37880,Economic Statistics II,3,2,4,6,7,5,4,3,3,0,0,1,1,0,2.82,4
ECON,203,37881,Economic Statistics II,3,4,4,4,4,2,3,7,3,3,0,0,1,1,2.72,3
ECON,203,37882,Economic Statistics II,2,3,0,2,5,5,3,8,1,1,2,2,4,0,2.22,2
ECON,203,37883,Economic Statistics II,5,4,3,1,2,8,4,4,0,3,1,1,2,1,2.65,3
ECON,203,37895,Economic Statistics II,7,7,2,6,4,4,2,1,2,1,0,1,0,1,3.19,4
ECON,203,37898,Economic Statistics II,5,3,4,1,6,2,4,5,2,2,2,0,1,0,2.72,3
ECON,203,37899,Economic Statistics II,10,3,3,5,6,1,3,5,0,0,3,0,2,0,2.93,4
ECON,203,67171,Economic Statistics II,9,14,11,5,9,14,4,12,0,4,1,0,4,1,2.91,4
ECON,302,59660,Inter Microeconomic Theory,5,4,1,3,2,3,3,1,4,2,0,1,4,0,2.51,3
ECON,302,60699,Inter Microeconomic Theory,3,4,1,4,3,1,2,5,4,1,1,0,4,0,2.43,2
ECON,302,61393,Inter Microeconomic Theory,4,7,2,1,2,3,1,5,1,4,0,3,2,0,2.57,3
ECON,302,61394,Inter Microeconomic Theory,3,2,2,1,6,3,0,4,3,2,3,2,4,0,2.19,2
ECON,302,61395,Inter Microeconomic Theory,1,2,4,2,3,0,3,2,3,2,1,1,1,0,2.51,3
ECON,302,61396,Inter Microeconomic Theory,2,3,1,2,0,0,3,3,4,1,5,0,1,0,2.25,2
ECON,302,59934,Inter Microeconomic Theory,2,2,4,2,2,1,1,3,2,1,0,0,3,0,2.57,3
ECON,302,61398,Inter Microeconomic Theory,0,5,8,3,4,1,3,4,1,6,0,1,4,0,2.48,2
ECON,302,59666,Inter Microeconomic Theory,2,5,6,6,5,3,2,4,2,0,2,0,0,0,3,4
ECON,302,59667,Inter Microeconomic Theory,2,4,8,3,8,2,5,2,0,0,2,0,1,0,2.98,4
ECON,302,59668,Inter Microeconomic Theory,1,5,8,5,6,4,2,2,1,0,0,0,2,0,3.03,4
ECON,302,59669,Inter Microeconomic Theory,3,3,2,4,3,2,4,2,1,0,3,1,4,0,2.43,2
ECON,302,59670,Inter Microeconomic Theory,2,5,6,7,3,1,3,1,1,1,2,3,0,0,2.89,4
ECON,302,59672,Inter Microeconomic Theory,1,1,6,4,5,5,3,6,0,1,2,0,4,0,2.47,2
ECON,302,59673,Inter Microeconomic Theory,2,6,3,2,6,3,3,4,2,0,4,2,1,0,2.61,3
ECON,302,59674,Inter Microeconomic Theory,10,6,5,3,1,3,2,2,2,1,1,0,1,0,3.18,4
ECON,302,59675,Inter Microeconomic Theory,3,3,1,3,9,4,2,5,2,0,2,2,1,0,2.61,3
ECON,302,37923,Inter Microeconomic Theory,4,7,5,3,3,4,1,0,1,2,3,0,4,0,2.75,4
ECON,302,37929,Inter Microeconomic Theory,0,5,2,2,4,4,5,4,1,1,1,1,5,0,2.31,2
ECON,302,37906,Inter Microeconomic Theory,1,6,3,3,3,2,5,2,0,0,2,1,1,0,2.82,4
ECON,302,37908,Inter Microeconomic Theory,2,4,3,3,3,4,1,1,1,3,1,0,1,0,2.8,4
ECON,302,61397,Inter Microeconomic Theory,9,7,3,3,6,2,1,1,2,1,1,1,3,0,2.98,4
ECON,302,59935,Inter Microeconomic Theory,2,4,3,3,5,5,0,3,0,0,1,0,1,1,2.98,4
ECON,302,59676,Inter Microeconomic Theory,1,6,7,4,2,2,1,3,1,1,2,0,4,0,2.7,3
ECON,302,67054,Inter Microeconomic Theory,1,10,12,9,0,0,0,0,0,0,0,0,0,0,3.69,4
ECON,303,66603,Inter Macroeconomic Theory,3,8,5,7,15,9,2,4,1,0,2,0,1,1,3,4
ECON,303,64679,Inter Macroeconomic Theory,3,4,1,4,8,7,3,0,0,0,0,1,0,0,3.08,4
ECON,303,64680,Inter Macroeconomic Theory,2,4,4,6,3,5,1,3,0,1,1,1,1,0,2.89,4
ECON,303,64681,Inter Macroeconomic Theory,0,4,5,5,8,1,3,2,1,2,0,0,0,0,3,4
ECON,303,64682,Inter Macroeconomic Theory,0,3,6,9,9,0,2,1,0,1,1,0,1,0,3.03,4
ECON,303,64683,Inter Macroeconomic Theory,2,4,6,5,5,6,5,0,2,0,0,0,0,0,3.11,4
